Depmap ID,Expression Public 23Q2,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001649,8.25564235201939,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001650,7.970681127876935,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001651,7.508349416225871,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001652,9.007644030878014,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001653,7.688530077406879,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001654,7.173827018911304,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001655,8.429825156551974,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-001656,7.634956219727172,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001664,8.64990281989314,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001668,7.667608325673719,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001669,7.959654252818082,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001670,9.230837051030187,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001673,8.50815130641947,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001674,7.861086905995394,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001677,7.312973687968319,U2904,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001685,8.189083257994877,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-001687,8.833585883396175,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001688,8.870118083965933,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001690,7.984532388757834,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001691,8.144709220554574,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001692,8.733150938817186,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001694,9.147026803447972,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001696,9.573722917528816,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001698,7.121326293116623,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001699,8.536402649204684,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001701,8.164504725658059,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001702,9.229635986140485,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,7.858851324389648,VAL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001707,8.312882955284355,WAOSEL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001709,7.878725341480106,WSUNHL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001711,8.569627796391497,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001712,8.607922067261143,HS860T,Osteosarcoma,Bone,Osteosarcoma
ACH-001715,8.456231190340674,CAL72,Osteosarcoma,Bone,Osteosarcoma
ACH-001716,8.322784440865329,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,9.86926995230716,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001735,8.934634441094904,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001736,7.925940095994448,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001737,8.661350569233997,CTV1DM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001740,8.13709360897494,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,7.794025896070426,RC2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,7.6634869461102335,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,7.844988156682612,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,8.852498298789891,RH36,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,7.442197081220943,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,7.490409679460006,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001791,7.852872781605981,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,7.477839200781846,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,9.495315413987832,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,9.650297847599187,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,9.905672807841276,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,8.19396881942197,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,7.456641898642161,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,8.96970308801354,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,8.35860724911781,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001814,9.293724529390284,OS252,Osteosarcoma,Bone,Osteosarcoma
ACH-001818,9.438188871309915,C396,Osteosarcoma,Bone,Osteosarcoma
ACH-001819,8.793245639133675,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001820,8.751343205891443,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS"
ACH-001834,9.24057670040601,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001835,7.509299964796504,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001836,8.189528084232766,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001838,7.876271360550127,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001839,9.016334738630912,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001841,8.901862467182886,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001842,8.878755989842546,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001843,9.344118334521427,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001844,9.584699485464188,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001845,8.946204489186137,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001846,8.244982170376552,ICC6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001848,8.356848079236523,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001849,7.895181422102683,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001850,9.502851689457485,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001852,9.348462603098463,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001853,9.637566776934682,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
ACH-001856,8.989990473058127,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001857,8.523130651226998,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001858,9.077082738064629,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001861,8.637168247394603,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001862,9.437252711492212,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-001863,8.514003872241085,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001864,9.171902342086694,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001959,9.894908686600782,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001960,7.90159099190337,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001961,9.348595384774638,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001970,8.161585410132002,MM253,Melanoma,Skin,Melanoma
ACH-001973,7.567956075415466,MM485,Melanoma,Skin,Melanoma
ACH-001977,8.416333088688697,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001982,8.195790497558825,NZM3,Melanoma,Skin,Melanoma
ACH-001986,7.520893640473423,NZM42,Melanoma,Skin,Melanoma
ACH-001990,7.745573491471599,NZM7,Melanoma,Skin,Melanoma
ACH-001991,8.109673973006439,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001992,8.033478065182841,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001993,8.168170659996877,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001997,9.3965405648399,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001999,9.788179974071817,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002001,8.078524445389077,A375SKINCJ1,Melanoma,Skin,Melanoma
ACH-002002,7.363171077119244,A375SKINCJ2,Melanoma,Skin,Melanoma
ACH-002003,7.681870879961441,A375SKINCJ3,Melanoma,Skin,Melanoma
ACH-002004,8.455368322141885,UACC62SKINCJ1,Melanoma,Skin,Melanoma
ACH-002005,8.776465932754672,SKMEL19,Melanoma,Skin,Melanoma
ACH-002011,7.765004246250036,MP46,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002014,8.079004694514811,MEL270,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002015,9.885101482136749,MEL285,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002016,9.056989879367793,MEL290,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002017,8.382278170580719,OMM1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002018,8.16902303514792,OMM25,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002019,7.176322772640463,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix
ACH-002020,8.607515262796834,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-002021,7.627679788097602,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-002023,7.819412726206565,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-002024,7.392317422778761,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002025,7.8771920926261085,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002026,9.20163386116965,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002027,10.181897643108387,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002029,8.630449157080621,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002035,8.540709262671431,LCAM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002038,8.350629841637868,HSKTC,"Ovarian Cancer, Other",Ovary/Fallopian Tube,"Ovarian Cancer, Other"
ACH-002039,7.849311264072322,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002040,7.709083812550344,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina
ACH-002041,8.623040129746691,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-002042,7.715961990255145,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002043,7.33922648141743,CA922,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002044,7.993730963553008,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002045,8.151118044207205,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002046,8.207600067258616,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002048,7.904604518171173,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002051,8.516803117442658,LU134A,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002055,6.454833906898869,TL1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002059,7.578863256358575,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002061,7.914803677251784,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002062,7.954487147005316,SLVL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002065,7.915998851738901,HSPSS,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002066,9.376754870530824,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002067,7.249919334926844,NOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002069,8.530406337099068,HSOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002070,7.920591051649723,HKBMM,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-002077,7.945794956740061,LU165,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002080,7.158357226049009,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,8.285725864136932,MMAC,Melanoma,Skin,Melanoma
ACH-002291,9.554147534372476,NTERA2CLD1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-002446,8.734743485909128,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002458,8.698183744200724,HT144SKINFV1,Melanoma,Skin,Melanoma
ACH-002459,8.620073165444243,HT144SKINFV3,Melanoma,Skin,Melanoma
ACH-002460,8.667821180574771,HT144SKINFV2,Melanoma,Skin,Melanoma
ACH-002461,8.780933399735849,RVH421SKINFV1,Melanoma,Skin,Melanoma
ACH-002462,9.045814256188498,RPE1SS48,Non-Cancerous,Eye,Non-Cancerous
ACH-002463,9.248639193984642,RPE1SS77,Non-Cancerous,Eye,Non-Cancerous
ACH-002464,9.22568946001544,RPE1SS6,Non-Cancerous,Eye,Non-Cancerous
ACH-002465,8.699433642516624,RPE1SS119,Non-Cancerous,Eye,Non-Cancerous
ACH-002466,7.979396612680017,RPE1SS111,Non-Cancerous,Eye,Non-Cancerous
ACH-002467,8.13944902997307,RPE1SS51,Non-Cancerous,Eye,Non-Cancerous
ACH-002471,7.157650096861711,PSS008,Osteosarcoma,Bone,Osteosarcoma
ACH-002475,7.827946016830851,HAP1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002485,6.237257770900372,MAVER1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-002486,8.175524601089874,MESOV,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-002508,9.006382186137467,WM3211,Melanoma,Skin,Melanoma
ACH-002509,8.290387539763884,WM4235,Melanoma,Skin,Melanoma
ACH-002510,8.77544567410286,M040416,Melanoma,Skin,Melanoma
ACH-002511,7.43028527297778,M140325,Melanoma,Skin,Melanoma
ACH-002512,8.245932938198553,MM160113,Melanoma,Skin,Melanoma
ACH-002523,8.686255388268249,SNU739,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-002526,7.964745170106501,SNU1327,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002531,8.681519542979725,SNU2535,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002647,8.824704218401829,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-002650,7.653561662058392,ETCC016,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002654,7.547357282446561,JVE015,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002659,7.814358153848557,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002664,8.350055177204501,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002669,7.874182189803417,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002672,8.578938713093386,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002680,7.967226258835994,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002687,8.108419909871287,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002693,8.11363799658159,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002710,8.484017256915571,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002730,7.888743248898259,CCLFUPGI0009T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002733,8.456929324901061,CCLFUPGI0040T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002736,7.307064162255372,CCLFUPGI0052T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002738,8.524737587012376,PANFR0420,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002742,8.174875761393357,PANFR0233,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002743,8.553053252766412,PANFR0368,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002744,7.233523813439231,PANFR0402,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002745,7.328944145449754,PANFR0069,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002757,8.97607717641826,CCLFUPGI0068T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002785,7.280121179196512,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma
ACH-002799,8.556199473351986,NCCMPNST1C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002800,8.738396308500961,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002834,7.706392409670114,PSS131R,Osteosarcoma,Bone,Osteosarcoma
ACH-002835,8.558726822975073,CCLFUPGI0011T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002837,9.05893877256917,CCLFUPGI0015T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002839,8.225737653466059,CCLFCORE0002T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002847,8.59185890498717,YUHOIN0650,Melanoma,Skin,Melanoma
ACH-002871,8.136683577697235,CCLFUPGI0054T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002883,10.12825215227739,IPMBO053,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002884,9.123759299915893,IPMBO055,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002885,10.312769531404358,IPMBO056,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002922,7.487116495574456,SKNMM,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002926,8.443067860750395,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002950,10.225086906007228,NH93T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002951,8.520107901637548,NH84T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002954,8.238404739325079,CCLFUPGI0012T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002967,7.659425121425692,CCLFUPGI0036T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002968,8.254225537343954,CCLFUPGI0041T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002972,7.305058519537434,CCLFUPGI0085T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002979,9.420233948009669,CCLFUPGI0101T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002981,7.96589969564898,CCLFUPGI0027T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
